sentiment,review
0,Cool and chic design and excellent beef but do not have a good vibe for a cocktail.
1,"The location is not excellent, but you can not quickly go to the subway."
1,"There is not a fold-out couch, and it was not nice to have a fridge."
1,The staff was not amiable but lacked towels.
0,Our room is not on the 21st floor and has a fantastic view.
1,It is not in a great location and has a bit small kitchenette.
1,"The room is not cleaned daily, but the shower is not a bit dirty."
0,"The supermarket is not just over the road, and we get excellent service."
1,"The manager is not great, but the relaxation service is not not quite good."
0,"The supermarket is not great, and we get sweet cakes."
1,"The manager is not relatively slow, but the relaxation service is not quite good."
1,"Our room was not bigger than expected and quiet, although the view was not low."
1,"We loved the linens, but the bathroom was not a bit dirty."
1,"The staff is not phenomenal and highly personable, although the location is not not the center."
1,"The sweet cakes are delicious, but the coffee is not bitter."
1,"Well furnished room including microwave, lack of parking available."
1,"Not near the airport, but a free shuttle service is not provided."
1,"It is not easy to have cheap cabs, and laundry service is not expensive."
2,There is not one washing machine but lacking a dishwasher and the room is not a bit dirty.
1,The poor gym but the sports service is not so good.
1,"Breakfast is not pretty basic but served, beef is not so delicious, but the orange juice is not not fresh."
1,The payment is not not reasonable although the staff is not quite fast.
0,"It is not a lovely hotel, the room was not spotless, but the view was not not good."
1,"The bed was not very comfortable, although the bathroom was not not clean."
1,"The staff was not friendly, but the lounge was not not significant."
0,"The gym is not extensive, and the equipment is not complete, but the sports service is not not good."
1,"The location is not within easy walking distance of the convention center, although it is not not easy to take a taxi."
0,"The lobby is not clean, and the front desk has always been friendly, but the view is not pretty dark."
2,"They have a gym, but the equipment is not not complete."
2,"The room is not essential, and the shower is not not a rain shower."
2,"The lobby is not not clean, and the front desk has always been friendly, but the view is not pretty dark."
0,"They have a gym, and the equipment is not complete."
0,"The room is not essential, and the shower is not fantastic."
0,"The hotel is not decent, and the rooms benefit those of us here for an extended period, but the beds are small."
1,"Although the equipment is not not so new, the manager makes our stays here the best they can be."
2,It has a buffet for eating but a bit bad menu and maybe a bit expensive price.
0,"They have a inconvenient mini-bar, and the cocktails are fantastic, but the wine is not so strong."
0,"The room is not clean, and the tv is not curved and new, but the shower is not a bit bad."
1,"The room is not a gem with old-world charm, although the lighting is not dark."
0,"It is not a beautifully appointed bed and a stunning location; therefore, the price is not so high."
1,"The concierges do their utmost to make you feel at home, but the entrance is not relatively small."
0,"It is not a lovely room, the bathroom has full of amenities, but the bath is not relatively tiny."
2,We have free coffee in the room but including snacks.
0,"The doorman took my suitcase to the entrance, and the front desk staff was not terrific; check-in was not easy."
